,white_locals,black_locals,winner
50117,4,4,black
50118,5,3,black
50119,4,5,white
50120,2,3,white
50121,3,4,
50122,4,5,white
50123,3,5,white
50124,2,3,white
50125,3,1,black
50126,4,5,white
50127,4,4,black
50128,4,4,black
50129,5,3,black
50130,5,3,black
50131,4,4,
50132,3,4,white
50133,3,4,
50134,6,2,
50135,1,3,white
50136,4,4,
50137,4,5,white
50138,3,5,
50139,2,3,white
50140,2,6,white
50141,5,4,black
50142,1,6,white
50143,3,3,white
50144,4,2,black
50145,3,5,white
50146,5,3,black
50147,6,3,white
50148,3,4,white
50149,5,1,black
50150,3,4,white
50151,3,4,white
50152,4,4,
50153,3,5,black
50154,3,4,white
50155,5,2,black
50156,1,5,white
50157,3,3,white
50158,4,2,black
50159,4,4,white
50160,3,6,white
50161,4,3,
50162,4,4,black
50163,3,1,black
50164,4,3,white
50165,4,4,
50166,4,3,
50167,5,4,white
50168,3,4,white
50169,5,4,black
50170,3,4,white
50171,2,5,white
50172,3,5,white
50173,4,4,black
50174,4,4,
50175,4,1,black
50176,5,3,
50177,4,3,black
50178,4,1,black
50179,5,4,
50180,2,5,white
50181,4,4,
50182,3,2,black
50183,3,5,white
50184,3,1,black
50185,5,1,black
50186,4,1,black
50187,4,4,black
50188,3,1,black
50189,4,4,
50190,3,4,white
50191,3,3,white
50192,2,3,white
50193,5,4,white
50194,3,3,white
50195,6,3,black
50196,3,4,white
50197,2,3,white
50198,3,4,white
50199,3,4,white
50200,4,5,white
50201,2,4,white
50202,4,3,black
50203,5,3,black
50204,4,5,white
50205,4,3,
50206,4,2,black
50207,4,3,black
50208,6,3,black
50209,2,3,white
50210,3,5,white
50211,4,2,black
50212,4,3,black
50213,4,4,
50214,3,3,black
50215,5,2,black
50216,4,3,black
50217,2,4,
50218,4,3,white
50219,4,3,
50220,4,3,
50221,3,3,white
50222,3,4,white
50223,2,3,white
50224,5,4,black
50225,5,3,black
50226,4,4,white
50227,4,3,black
50228,4,2,black
50229,3,5,white
50230,4,4,
50231,4,1,black
50232,4,4,white
50233,4,3,black
50234,4,4,white
50235,2,5,white
50236,3,1,black
50237,4,3,black
50238,4,4,
50239,4,3,black
50240,5,3,black
50241,3,2,black
50242,4,4,black
50243,4,5,
50244,3,1,black
50245,0,5,white
50246,3,4,
50247,2,4,white
50248,4,4,black
50249,4,5,
50250,6,2,black
50251,3,3,white
50252,3,4,white
50253,4,4,
50254,3,3,black
50255,3,5,black
50256,3,1,black
50257,5,3,
50258,4,2,black
50259,4,2,black
50260,3,3,black
50261,3,4,black
50262,4,4,
50263,5,3,black
50264,2,5,
50265,3,4,black
50266,4,3,white
50267,4,3,
50268,3,4,
50269,5,4,black
50270,4,3,white
50271,5,2,black
50272,4,2,black
50273,4,5,
50274,1,3,white
50275,4,5,
50276,5,4,black
50277,5,1,black
50278,3,4,
50279,4,4,
50280,4,4,white
50281,6,3,black
50282,3,2,black
50283,3,0,black
50284,4,4,
50285,4,4,white
50286,4,5,black
50287,4,2,black
50288,1,3,white
50289,4,4,black
50290,4,4,white
50291,4,4,
50292,3,4,black
50293,3,3,white
50294,5,2,
50295,4,4,white
50296,4,4,white
50297,4,4,black
50298,3,2,black
50299,3,4,white
50300,4,3,black
50301,4,2,black
50302,3,4,black
50303,4,5,
50304,4,2,black
50305,2,3,white
50306,4,3,black
50307,5,3,black
50308,5,3,black
50309,3,4,white
50310,1,6,white
50311,5,3,black
50312,4,4,black
50313,3,3,white
50314,5,3,black
50315,7,2,black
50316,2,3,white
50317,3,5,white
50318,2,3,white
50319,4,1,black
50320,3,5,white
50321,3,5,white
50322,3,3,black
50323,3,4,white
50324,3,4,white
50325,4,3,black
50326,4,4,
50327,4,4,
50328,5,3,black
50329,5,3,black
50330,2,6,white
50331,3,4,
50332,3,4,black
50333,4,3,black
50334,4,4,white
50335,2,4,white
50336,2,5,
50337,4,5,black
50338,4,3,black
50339,2,3,white
50340,4,5,
50341,2,4,white
50342,1,3,white
50343,4,3,black
50344,4,4,
50345,3,4,white
50346,5,3,black
50347,4,1,black
50348,4,3,
50349,4,3,black
50350,3,4,
50351,2,3,
50352,4,5,white
50353,3,3,white
50354,3,0,black
50355,5,3,black
50356,3,6,black
50357,4,2,black
50358,5,1,black
50359,1,3,white
50360,4,3,
50361,4,3,white
50362,4,3,white
50363,3,1,black
50364,4,3,
50365,0,4,white
50366,4,3,black
50367,3,3,white
50368,5,3,black
50369,4,4,
50370,4,3,
50371,3,3,black
50372,4,2,black
50373,2,3,white
50374,4,3,black
50375,4,2,
50376,4,4,white
50377,3,5,white
50378,2,4,white
50379,3,5,white
50380,3,5,
50381,4,5,white
50382,4,2,black
50383,5,4,
50384,5,3,
50385,5,4,black
50386,5,3,
50387,3,1,black
50388,5,2,black
50389,4,5,white
50390,2,3,white
50391,4,3,black
50392,6,3,black
50393,1,6,white
50394,3,4,white
50395,5,3,black
50396,4,3,white
50397,5,2,black
50398,4,4,black
50399,4,3,black
50400,3,4,white
50401,4,3,
50402,4,3,black
50403,6,3,black
50404,3,2,black
50405,3,3,black
50406,3,3,white
50407,4,4,
50408,3,4,black
50409,4,5,white
50410,3,3,black
50411,3,4,white
50412,4,5,
50413,3,5,white
50414,5,3,
50415,6,3,black
50416,4,2,
50417,4,4,white
50418,1,3,white
50419,4,3,black
50420,5,3,black
50421,4,4,
50422,5,3,black
50423,3,1,black
50424,3,5,white
50425,4,4,white
50426,3,3,white
50427,4,5,
50428,3,5,white
50429,5,4,black
50430,5,4,black
50431,4,4,black
50432,3,3,black
50433,3,5,
50434,4,4,white
50435,4,3,black
50436,5,2,black
50437,4,4,black
50438,2,3,white
50439,3,4,
50440,5,4,
50441,3,3,black
50442,4,4,white
50443,4,2,black
50444,4,2,black
50445,4,4,
50446,4,4,black
50447,3,2,black
50448,3,0,black
50449,5,2,black
50450,4,2,black
50451,4,4,black
50452,4,4,black
50453,4,3,black
50454,3,3,white
50455,4,1,black
50456,5,3,
50457,4,1,black
50458,4,3,black
50459,4,5,
50460,3,4,white
50461,4,2,black
50462,3,5,
50463,3,2,black
50464,5,4,white
50465,5,3,black
50466,3,5,
50467,3,2,black
50468,4,5,black
50469,4,5,white
50470,4,2,black
50471,2,3,white
50472,4,3,black
50473,5,4,black
50474,5,2,black
50475,5,4,white
50476,3,1,black
50477,4,4,black
50478,1,6,white
50479,2,5,
50480,3,4,white
50481,3,3,white
50482,4,4,white
50483,5,3,
50484,4,2,black
50485,4,4,
50486,2,4,white
50487,3,4,black
50488,4,3,black
50489,5,2,black
50490,3,3,white
50491,4,4,white
50492,4,4,white
50493,4,4,white
50494,4,4,white
50495,4,3,black
50496,4,2,black
50497,4,5,
50498,3,0,black
50499,3,4,
50500,4,5,
50501,3,4,white
50502,4,3,white
50503,4,5,black
50504,3,4,white
50505,2,4,white
50506,5,4,black
50507,2,3,white
50508,2,3,white
50509,3,3,black
50510,4,4,
50511,2,4,white
50512,4,2,black
50513,5,2,black
50514,2,4,white
50515,2,4,white
50516,4,4,
50517,4,4,white
50518,4,5,
50519,2,3,white
50520,5,4,
50521,4,4,
50522,5,2,black
50523,5,3,black
50524,4,3,black
50525,4,4,white
50526,3,3,black
50527,3,4,white
50528,3,1,black
50529,3,6,black
50530,3,4,
50531,2,5,white
50532,3,4,
50533,3,1,black
50534,1,4,white
50535,3,5,
50536,4,0,black
50537,4,3,black
50538,4,4,
50539,3,5,white
50540,3,3,black
50541,5,4,black
50542,2,4,white
50543,3,3,black
50544,5,4,white
50545,2,4,white
50546,4,4,
50547,4,5,
50548,6,3,black
50549,4,4,black
50550,4,3,black
50551,3,6,white
50552,5,4,
50553,4,4,
50554,4,4,
50555,5,3,black
50556,4,5,white
50557,5,4,black
50558,3,4,white
50559,4,2,black
50560,3,4,white
50561,5,2,black
50562,5,4,white
50563,3,4,black
50564,4,4,black
50565,5,4,white
50566,3,3,black
50567,2,4,
50568,4,3,
50569,4,1,black
50570,3,4,white
50571,5,3,black
50572,2,4,white
50573,4,0,black
50574,4,3,black
50575,3,5,white
50576,2,3,white
50577,4,4,black
50578,3,3,black
50579,5,4,black
50580,2,3,white
50581,4,3,black
50582,4,4,black
50583,3,3,
50584,3,4,
50585,4,4,black
50586,3,5,black
50587,5,1,black
50588,4,2,black
50589,4,2,black
50590,3,5,white
50591,5,3,
50592,4,3,black
50593,4,2,black
50594,5,3,black
50595,5,3,black
50596,4,4,black
50597,5,3,
50598,4,5,white
50599,4,4,
50600,1,4,white
50601,3,2,black
50602,4,3,
50603,3,5,white
50604,4,1,black
50605,4,4,
50606,4,4,white
50607,3,4,white
50608,3,5,
50609,2,4,
50610,2,2,
50611,2,5,white
50612,2,5,white
50613,5,3,black
50614,6,3,black
50615,4,2,black
50616,4,3,
50617,1,3,white
50618,4,2,black
50619,3,5,
50620,1,3,white
50621,4,3,black
50622,3,5,white
50623,5,3,black
50624,4,4,white
50625,2,4,white
50626,4,1,black
50627,3,2,black
50628,4,3,black
50629,4,5,
50630,5,2,black
50631,5,1,black
50632,3,4,white
50633,3,5,white
50634,4,5,black
50635,4,3,white
50636,5,3,
50637,5,3,black
50638,2,3,white
50639,5,3,black
50640,4,3,
50641,3,6,white
50642,3,5,white
50643,6,2,black
50644,4,2,black
50645,2,4,
50646,5,3,black
50647,5,3,black
50648,5,3,black
50649,4,4,white
50650,4,1,black
50651,3,5,white
50652,4,3,
50653,5,2,black
50654,1,5,white
50655,3,5,white
50656,4,4,
50657,3,3,black
50658,4,3,black
50659,3,5,white
50660,5,2,black
50661,2,4,white
50662,3,3,white
50663,4,3,
50664,2,4,
50665,3,5,white
50666,4,5,
50667,4,5,
50668,6,2,black
50669,2,5,
50670,2,3,white
50671,4,4,
50672,3,3,white
50673,3,5,white
50674,2,4,
50675,4,3,
50676,4,2,black
50677,4,3,black
50678,3,3,white
50679,4,0,black
50680,5,3,black
50681,3,6,black
50682,5,3,black
50683,5,4,black
50684,4,3,
50685,3,5,
50686,2,4,white
50687,4,2,black
50688,5,4,
50689,4,3,black
50690,0,3,white
50691,4,3,black
50692,3,4,white
50693,5,4,white
50694,4,4,black
50695,3,5,white
50696,2,4,white
50697,3,3,white
50698,3,4,
50699,3,4,white
50700,4,3,black
50701,5,4,black
50702,3,1,black
50703,2,3,white
50704,4,3,
50705,4,4,
50706,4,4,
50707,2,5,white
50708,4,3,black
50709,2,4,white
50710,3,3,
50711,5,3,black
50712,4,3,
50713,3,4,black
50714,2,5,white
50715,5,3,black
50716,5,4,
50717,4,4,
50718,4,2,black
50719,3,5,
50720,4,4,white
50721,2,5,white
50722,3,4,white
50723,5,4,black
50724,4,5,
50725,5,3,black
50726,4,4,white
50727,5,2,black
50728,5,3,black
50729,4,2,black
50730,4,5,white
50731,5,3,black
50732,5,2,black
50733,4,3,black
50734,5,4,
50735,5,3,black
50736,4,2,black
50737,5,4,
50738,4,1,black
50739,1,3,white
50740,3,2,black
50741,2,4,white
50742,5,3,black
50743,3,2,black
50744,3,4,
50745,3,3,black
50746,5,2,black
50747,4,4,white
50748,5,3,black
50749,5,1,black
50750,3,4,white
50751,4,5,
50752,4,4,
50753,4,3,
50754,4,4,white
50755,4,3,black
50756,3,4,
50757,3,4,
50758,4,3,
50759,4,3,
50760,4,4,
50761,2,5,
50762,3,4,black
50763,4,3,black
50764,4,3,white
50765,6,3,black
50766,4,4,
50767,3,4,white
50768,4,4,
50769,4,3,white
50770,1,3,white
50771,3,4,white
50772,4,5,
50773,4,3,black
50774,5,2,black
50775,4,2,black
50776,2,3,white
50777,5,4,white
50778,2,3,white
50779,4,5,white
50780,4,2,black
50781,4,4,black
50782,4,4,
50783,3,3,
50784,2,4,white
50785,4,5,white
50786,3,1,black
50787,2,4,white
50788,3,4,black
50789,3,3,white
50790,4,5,white
50791,4,4,
50792,5,4,
50793,4,3,black
50794,1,3,white
50795,2,4,white
50796,4,2,
50797,4,3,
50798,3,2,black
50799,0,4,white
50800,2,4,white
50801,4,4,black
50802,4,3,black
50803,3,5,white
50804,4,3,white
50805,3,3,black
50806,5,4,
50807,4,2,black
50808,3,3,black
50809,2,3,white
50810,1,4,white
50811,4,3,black
50812,4,4,
50813,4,4,black
50814,5,3,black
50815,5,4,black
50816,5,4,white
50817,3,6,white
50818,5,3,
50819,3,3,
50820,6,3,black
50821,3,5,
50822,3,5,white
50823,3,5,white
50824,2,4,white
50825,4,1,black
50826,4,5,black
50827,4,4,white
50828,2,5,white
50829,4,4,black
50830,4,4,black
50831,5,3,black
50832,4,3,black
50833,5,4,black
50834,4,4,white
50835,4,4,
50836,4,4,black
50837,4,3,white
50838,4,3,black
50839,4,3,black
50840,3,4,
50841,2,6,white
50842,3,4,
50843,2,4,white
50844,4,4,
50845,4,3,white
50846,5,1,black
50847,5,3,black
50848,2,5,white
50849,4,3,black
50850,3,5,white
50851,4,3,black
50852,2,4,white
50853,4,4,black
50854,5,2,black
50855,4,5,white
50856,4,4,
50857,4,4,white
50858,3,3,white
50859,5,2,black
50860,2,5,
50861,3,3,
50862,3,3,
50863,4,4,white
50864,3,5,white
50865,4,5,white
50866,3,0,black
50867,3,3,black
50868,3,5,black
50869,2,3,white
50870,4,4,black
50871,4,2,black
50872,4,2,black
50873,3,6,white
50874,5,2,black
50875,3,5,white
50876,4,4,black
50877,5,2,black
50878,2,4,white
50879,5,3,
50880,0,3,white
50881,4,5,
50882,4,4,
50883,3,6,white
50884,3,4,white
50885,4,5,
50886,4,3,
50887,3,4,white
50888,3,4,black
50889,6,3,white
50890,5,1,black
50891,4,2,black
50892,5,3,black
50893,3,3,white
50894,4,4,white
50895,3,5,white
50896,2,4,white
50897,4,3,
50898,1,4,white
50899,4,3,
50900,4,3,black
50901,4,4,white
50902,5,2,black
50903,4,5,white
50904,5,4,black
50905,3,4,white
50906,4,5,
50907,3,5,white
50908,3,3,white
50909,5,3,black
50910,4,3,black
50911,3,4,white
50912,3,5,white
50913,5,3,black
50914,4,4,white
50915,4,4,
50916,2,4,white
50917,2,5,white
50918,5,2,black
50919,4,4,white
50920,2,4,white
50921,4,0,black
50922,4,2,black
50923,4,1,black
50924,4,3,black
50925,2,5,white
50926,3,3,white
50927,2,4,white
50928,3,3,black
50929,3,3,black
50930,5,2,black
50931,3,3,black
50932,3,3,
50933,3,1,black
50934,4,2,black
50935,3,5,white
50936,5,2,black
50937,4,5,white
50938,4,5,
50939,4,3,white
50940,4,4,black
50941,4,4,white
50942,5,4,
50943,4,2,black
50944,4,4,
50945,4,2,black
50946,5,4,
50947,1,3,white
50948,4,3,black
50949,3,2,black
50950,4,3,white
50951,4,4,black
50952,1,3,white
50953,4,3,
50954,4,3,black
50955,4,2,black
50956,5,3,black
50957,4,3,black
50958,2,4,white
50959,3,3,black
50960,5,4,
50961,4,4,white
50962,4,4,
50963,2,4,white
50964,5,2,black
50965,4,4,
50966,3,4,white
50967,1,3,white
50968,3,5,
50969,3,2,black
50970,4,5,white
50971,3,5,white
50972,4,4,black
50973,2,5,white
50974,4,4,
50975,4,3,black
50976,4,4,
50977,4,4,black
50978,4,4,
50979,4,4,black
50980,3,4,white
50981,3,3,black
50982,5,3,black
50983,1,4,white
50984,4,3,black
50985,3,2,black
50986,3,2,black
50987,5,3,black
50988,3,5,white
50989,3,5,white
50990,3,4,white
50991,3,4,white
50992,4,4,
50993,4,5,
50994,4,4,black
50995,4,3,black
50996,3,5,white
50997,4,4,
50998,4,4,black
50999,5,3,black
51000,3,2,black
51001,4,5,white
51002,3,4,
51003,4,5,
51004,3,3,white
51005,4,3,
51006,4,2,black
51007,1,4,white
51008,5,3,black
51009,4,2,black
51010,1,3,white
51011,5,3,black
51012,4,5,black
51013,2,4,white
51014,3,5,white
51015,4,3,black
51016,5,3,black
51017,5,3,black
51018,4,4,white
51019,4,3,black
51020,4,4,
51021,2,5,white
51022,3,4,white
51023,3,5,
51024,1,3,white
51025,4,4,
51026,4,3,black
51027,4,5,
51028,4,2,black
51029,4,2,black
51030,2,4,white
51031,2,5,white
51032,4,4,black
51033,3,6,white
51034,4,4,
51035,4,2,black
51036,5,3,
51037,5,4,black
51038,4,5,
51039,4,4,
51040,0,3,white
51041,1,4,white
51042,2,4,white
51043,5,1,black
51044,5,3,
51045,3,4,white
51046,3,2,black
51047,4,5,white
51048,4,3,black
51049,4,4,
51050,4,4,
51051,5,2,black
51052,3,4,white
51053,3,5,white
51054,2,3,white
51055,3,2,black
51056,3,4,white
51057,3,4,
51058,3,2,black
51059,3,2,black
51060,2,6,white
51061,4,5,black
51062,5,2,black
51063,4,3,black
51064,4,3,black
51065,3,4,
51066,5,4,
51067,1,4,white
51068,4,5,white
51069,4,4,
51070,3,4,black
51071,5,2,black
51072,4,0,black
51073,5,3,black
51074,2,6,white
51075,4,3,white
51076,3,5,white
51077,4,4,
51078,3,2,black
51079,3,1,black
51080,4,4,black
51081,4,4,black
51082,4,4,black
51083,4,4,white
51084,1,3,white
51085,5,3,
51086,2,5,white
51087,5,4,
51088,4,4,
51089,3,4,white
51090,4,4,black
51091,5,2,black
51092,3,4,
51093,4,3,black
51094,4,4,black
51095,4,4,
51096,5,4,black
51097,5,4,
51098,1,4,white
51099,4,5,white
51100,5,4,black
51101,4,2,black
51102,4,4,white
51103,4,4,
51104,5,3,black
51105,4,2,
51106,3,4,black
51107,4,4,
51108,3,5,white
51109,4,4,white
51110,5,3,black
51111,3,4,black
51112,3,1,black
51113,4,4,black
51114,5,3,black
51115,4,4,black
51116,4,4,white
51117,4,4,white
51118,3,0,black
51119,2,3,white
51120,3,4,
51121,6,2,black
51122,4,4,white
51123,4,1,black
51124,1,3,white
51125,3,4,
51126,3,3,white
51127,4,4,black
51128,4,5,black
51129,3,3,black
51130,5,4,black
51131,3,4,black
51132,5,2,black
51133,3,4,white
51134,2,4,white
51135,4,4,
51136,3,6,white
51137,1,4,white
51138,4,4,
51139,4,4,white
51140,1,5,white
51141,3,4,white
51142,5,4,
51143,3,4,white
51144,1,4,white
51145,5,2,black
51146,3,5,white
51147,3,4,white
51148,4,4,
51149,4,4,white
51150,4,4,black
51151,3,4,white
51152,1,4,white
51153,4,3,white
51154,1,5,white
51155,3,3,white
51156,3,5,
51157,4,4,black
51158,2,5,white
51159,3,4,white
51160,5,2,
51161,3,5,
51162,3,3,white
51163,4,4,black
51164,2,3,
51165,3,2,black
51166,4,3,black
51167,4,4,white
51168,3,4,white
51169,2,5,white
51170,2,3,white
51171,3,5,white
51172,4,2,black
51173,4,4,black
51174,4,4,
51175,5,4,black
51176,5,2,black
51177,5,1,black
51178,4,4,
51179,3,5,
51180,5,2,black
51181,3,0,black
51182,5,3,white
51183,1,4,white
51184,5,3,black
51185,3,4,white
51186,4,0,black
51187,5,3,black
51188,5,4,black
51189,4,5,white
51190,4,5,white
51191,3,2,black
51192,4,4,white
51193,2,4,white
51194,5,3,black
51195,4,2,black
51196,2,4,white
51197,4,3,black
51198,2,4,white
51199,5,4,black
51200,5,4,
51201,2,4,white
51202,5,2,black
51203,4,5,
51204,4,4,
51205,5,3,black
51206,3,4,white
51207,4,4,black
51208,5,4,white
51209,1,4,white
51210,3,4,white
51211,4,2,black
51212,2,3,white
51213,4,2,black
51214,3,3,white
51215,4,3,black
51216,5,3,black
51217,4,4,white
51218,4,3,white
51219,3,0,black
51220,5,3,black
51221,4,4,black
51222,4,3,black
51223,4,5,white
51224,4,5,
51225,5,4,black
51226,3,3,black
51227,4,4,black
51228,2,4,
51229,5,3,black
51230,3,4,black
51231,3,5,white
51232,2,6,white
51233,4,3,black
51234,4,3,
51235,3,3,black
51236,4,4,
51237,3,5,
51238,3,1,black
51239,4,5,
51240,4,3,
51241,6,2,black
51242,4,3,
51243,4,4,
51244,1,4,white
51245,4,4,white
51246,3,2,black
51247,3,4,white
51248,1,4,white
51249,4,2,black
51250,3,3,black
51251,2,5,white
51252,1,3,white
51253,2,6,white
51254,4,4,
51255,5,4,
51256,4,4,
51257,3,3,black
51258,3,5,white
51259,4,2,black
51260,5,2,black
51261,4,4,black
51262,3,4,white
51263,4,5,
51264,5,3,
51265,5,2,black
51266,4,3,
51267,3,5,white
51268,4,3,black
51269,5,3,black
51270,5,4,black
51271,4,1,black
51272,4,4,
51273,3,4,white
51274,4,3,black
51275,6,3,black
51276,4,4,white
51277,5,3,black
51278,4,3,
51279,3,2,black
51280,4,5,
51281,3,3,black
51282,3,5,white
51283,3,5,
51284,3,3,
51285,3,4,white
51286,5,3,black
51287,4,4,
51288,4,3,
51289,3,4,white
51290,5,4,black
51291,4,5,black
51292,4,0,black
51293,5,1,black
51294,3,5,white
51295,4,1,black
51296,3,3,white
51297,3,1,black
51298,1,4,white
51299,2,3,white
51300,4,4,black
51301,4,2,black
51302,3,4,white
51303,2,3,white
51304,5,4,
51305,2,5,white
51306,4,4,black
51307,3,4,white
51308,5,4,black
51309,3,3,white
51310,5,2,black
51311,4,5,
51312,4,0,black
51313,2,4,white
51314,4,4,white
51315,3,5,white
51316,4,3,black
51317,6,1,black
51318,3,2,black
51319,5,3,black
51320,5,4,
51321,4,3,
51322,4,1,black
51323,4,4,white
51324,3,4,
51325,3,3,white
51326,4,3,black
51327,1,3,white
51328,3,4,white
51329,5,2,black
51330,3,3,white
51331,4,2,black
51332,1,3,white
51333,5,4,
51334,4,4,white
51335,5,1,black
51336,3,4,white
51337,4,4,black
51338,5,3,black
51339,3,6,white
51340,4,4,black
51341,5,3,black
51342,5,3,black
51343,3,5,
51344,4,4,
51345,3,3,
51346,4,4,
51347,2,3,white
51348,5,3,black
51349,2,3,white
51350,4,2,black
51351,3,3,black
51352,3,4,white
51353,3,3,white
51354,3,4,white
51355,5,4,white
51356,4,1,black
51357,3,4,
51358,5,1,black
51359,5,3,black
51360,5,4,black
51361,1,5,white
51362,3,4,white
51363,4,4,
51364,4,3,black
51365,3,5,white
51366,3,4,white
51367,5,3,black
51368,4,2,
51369,3,5,white
51370,4,2,black
51371,3,5,
51372,4,3,black
51373,5,3,
51374,5,4,
51375,3,4,white
51376,4,5,white
51377,4,4,
51378,3,2,black
51379,3,4,white
51380,2,4,white
51381,4,4,white
51382,4,3,
51383,2,3,white
51384,3,4,
51385,4,3,
51386,5,3,black
51387,2,4,white
51388,2,4,white
51389,3,4,white
51390,5,2,black
51391,3,4,black
51392,5,2,black
51393,2,4,white
51394,4,5,
51395,4,2,black
51396,5,2,black
51397,3,3,black
51398,4,3,white
51399,3,6,white
51400,5,3,black
51401,2,4,white
51402,3,0,black
51403,3,4,white
51404,3,4,
51405,3,5,white
51406,3,4,white
51407,3,3,black
51408,4,5,white
51409,4,3,black
51410,2,3,white
51411,2,5,white
51412,4,4,
51413,5,4,black
51414,4,1,black
51415,4,1,black
51416,5,4,black
51417,3,4,
51418,5,4,
51419,4,3,
51420,6,1,black
51421,4,4,
51422,5,4,
51423,4,4,white
51424,4,3,
51425,5,3,black
51426,4,5,white
51427,1,3,white
51428,3,4,
51429,4,2,black
51430,4,2,black
51431,4,4,white
51432,4,3,black
51433,1,5,white
51434,4,2,black
51435,2,5,white
51436,3,5,white
51437,5,2,black
51438,4,3,
51439,3,5,white
51440,3,3,black
51441,4,2,black
51442,3,5,white
51443,3,4,white
51444,3,5,black
51445,4,3,white
51446,4,3,black
51447,4,2,black
51448,3,3,black
51449,1,3,white
51450,4,3,
51451,4,2,black
51452,4,4,white
51453,4,4,
51454,4,5,black
51455,5,4,
51456,2,3,white
51457,4,4,white
51458,4,3,white
51459,5,3,
51460,4,5,white
51461,3,4,white
51462,4,4,white
51463,4,4,white
51464,4,4,black
51465,4,5,white
51466,4,2,black
51467,3,3,white
51468,5,2,black
51469,4,3,black
51470,4,4,black
51471,2,4,white
51472,3,4,black
51473,4,2,black
51474,4,4,
51475,3,5,white
51476,4,3,
51477,2,5,white
51478,3,3,white
51479,3,5,black
51480,3,5,white
51481,2,5,white
51482,5,3,black
51483,4,4,
51484,4,4,
51485,3,4,white
51486,2,4,white
51487,4,5,
51488,3,5,white
51489,3,3,black
51490,4,3,white
51491,3,5,white
51492,4,2,black
51493,5,4,
51494,5,4,black
51495,3,4,white
51496,3,5,
51497,4,4,
51498,4,3,black
51499,3,4,white
51500,4,2,black
51501,5,3,black
51502,4,3,black
51503,4,4,
51504,4,3,white
51505,5,3,
51506,3,4,white
51507,4,2,black
51508,3,2,black
51509,4,4,
51510,3,5,white
51511,3,5,white
51512,3,4,
51513,4,3,black
51514,3,5,white
51515,3,1,black
51516,5,3,black
51517,5,4,white
51518,3,5,white
51519,3,5,white
51520,4,3,
51521,3,5,white
51522,5,4,
51523,4,4,black
51524,2,4,white
51525,4,4,
51526,3,4,white
51527,4,2,black
51528,5,3,black
51529,2,4,white
51530,3,4,
51531,4,4,
51532,3,4,white
51533,4,3,white
51534,5,2,black
51535,2,4,white
51536,1,4,white
51537,6,2,
51538,4,4,white
51539,4,4,
51540,4,4,
51541,2,5,
51542,3,5,white
51543,4,4,black
51544,5,3,black
51545,2,6,white
51546,0,4,white
51547,4,2,black
51548,4,4,white
51549,3,4,black
51550,4,2,black
51551,5,2,black
51552,4,4,
51553,3,2,
51554,3,2,black
51555,4,1,black
51556,4,4,white
51557,3,4,white
51558,4,3,black
51559,4,2,black
51560,6,3,black
51561,5,3,black
51562,2,4,white
51563,3,4,white
51564,3,4,
51565,5,2,black
51566,4,4,black
51567,3,4,white
51568,4,4,
51569,3,4,black
51570,4,1,
51571,4,2,black
51572,2,4,white
51573,3,5,black
51574,3,5,white
51575,4,3,black
51576,3,5,white
51577,4,3,black
51578,5,4,
51579,2,5,white
51580,3,4,white
51581,4,5,
51582,5,2,black
51583,4,3,black
51584,5,4,
51585,4,4,black
51586,5,4,black
51587,4,3,white
51588,4,3,
51589,4,1,black
51590,3,5,white
51591,3,2,black
51592,5,3,black
51593,2,6,white
51594,1,3,white
51595,4,4,
51596,5,4,black
51597,5,3,black
51598,3,4,
51599,3,5,white
51600,4,4,
51601,3,5,white
51602,2,4,white
51603,4,4,
51604,3,4,
51605,1,5,white
51606,4,5,
51607,3,5,white
51608,5,3,
51609,2,3,white
51610,4,3,black
51611,5,3,black
51612,2,6,white
51613,4,4,
51614,4,4,white
51615,2,3,white
51616,3,3,black
51617,4,2,black
51618,4,4,
51619,5,4,black
51620,1,3,white
51621,5,3,black
51622,4,4,black
51623,4,2,black
51624,3,1,black
51625,5,4,black
51626,4,4,
51627,4,4,
51628,4,5,
51629,5,4,
51630,5,0,black
51631,3,4,black
51632,4,4,white
51633,4,4,
51634,3,3,black
51635,3,5,white
51636,3,5,white
51637,2,5,white
51638,3,5,white
51639,2,4,white
51640,2,5,white
51641,4,4,
51642,4,4,
51643,3,2,
51644,5,3,
51645,3,5,white
51646,5,4,
51647,4,4,
51648,2,5,white
51649,6,2,black
51650,4,3,black
51651,4,1,black
51652,4,5,
51653,5,4,
51654,4,3,black
51655,4,4,
51656,3,4,white
51657,3,3,black
51658,4,3,black
51659,5,1,black
51660,4,3,black
51661,3,3,black
51662,4,3,
51663,5,4,
51664,2,3,white
51665,5,3,black
51666,3,4,white
51667,4,2,black
51668,5,3,black
51669,4,4,white
51670,4,2,
51671,3,3,white
51672,4,3,black
51673,3,3,black
51674,4,3,black
51675,4,4,
51676,5,4,black
51677,1,4,white
51678,3,3,black
51679,5,4,black
51680,3,3,white
51681,2,6,white
51682,3,4,white
51683,2,4,white
51684,3,4,
51685,3,4,white
51686,6,2,black
51687,4,5,white
51688,4,4,black
51689,3,6,white
51690,4,0,black
51691,4,3,black
51692,3,4,
51693,4,4,white
51694,3,6,white
51695,4,4,
51696,5,3,black
51697,5,3,black
51698,4,3,
51699,5,3,black
51700,4,3,black
51701,4,3,black
51702,5,4,
51703,2,4,white
51704,5,3,black
51705,5,3,black
51706,3,3,white
51707,4,4,
51708,5,1,black
51709,3,4,white
